Questionnaire,q_id,q_id_orig,count
Cities 2021,2.1-4,2.1-4,4163
Cities 2021,9.1-1-4,9.1-1-4,1070
Cities 2021,4.6a-7-29,4.6a-7-29,1070
Cities 2021,4.6a-4-9,4.6a-4-9,1070
Cities 2021,4.6a-2-15,4.6a-2-15,1070
Cities 2021,4.6a-6-10,4.6a-6-10,1070
Cities 2021,6.13-1-1,6.13-1-1,1070
Cities 2021,5.0c-1,5.0c-1,1322
Cities 2021,3.2a-3,3.2a-3,5785
Cities 2021,8.1-3-1,8.1-3-1,1070
Cities 2021,4.6a-5-31,4.6a-5-31,1070
Cities 2021,4.6a-2-29,4.6a-2-29,1070
Cities 2021,4.6a-4-13,4.6a-4-13,1070
Cities 2021,4.6a-7-11,4.6a-7-11,1070
Cities 2021,4.6a-1-27,4.6a-1-27,1070
Cities 2021,5.5-0,5.5-0,1070
Cities 2021,4.6b-1-13,4.6b-1-13,1070
Cities 2021,5.0c-11,5.0c-11,1322
Cities 2021,4.6a-3-27,4.6a-3-27,1070
Cities 2021,4.6a-2-4,4.6a-2-4,1070
Cities 2021,4.6a-2-18,4.6a-2-18,1070
Cities 2021,4.6d-1,4.6e-1,1176
Cities 2021,13.2-0,13.2-0,1070
Cities 2021,4.6a-1-11,4.6a-1-11,1070
Cities 2021,2.1-8,2.1-8,4163
Cities 2021,4.6a-1-15,4.6a-1-15,1070
Cities 2021,4.6a-5-19,4.6a-5-19,1070
Cities 2021,4.6a-3-13,4.6a-3-13,1070
Cities 2021,4.6a-7-28,4.6a-7-28,1070
Cities 2021,4.6a-3-3,4.6a-3-3,1070
Cities 2021,7.4-0,7.4-0,1246
Cities 2021,4.6a-4-30,4.6a-4-30,1070
Cities 2021,6.5-3,6.5-3,2156
Cities 2021,4.6d-2,4.6f-2,1507
Cities 2021,4.6a-5-6,4.6a-5-6,1070
Cities 2021,4.6a-1-2,4.6a-1-2,1070
Cities 2021,4.6b-1-9,4.6b-1-9,1070
Cities 2021,7.3-1-1,7.3-1-1,1070
Cities 2021,14.2a-3,14.2a-3,2349
Cities 2021,4.6a-6-31,4.6a-6-31,1070
Cities 2021,4.6a-5-10,4.6a-5-10,1070
Cities 2021,10.1-6-1,10.1-6-1,1070
Cities 2021,4.6a-3-1,4.6a-3-1,1070
Cities 2021,4.6a-6-28,4.6a-6-28,1070
Cities 2021,6.2a-1,6.2a-1,2606
Cities 2021,4.6a-7-6,4.6a-7-6,1070
Cities 2021,7.6-3-1,7.6-3-1,1070
Cities 2021,4.6a-3-12,4.6a-3-12,1070
Cities 2021,14.2a-2,14.2a-2,2349
Cities 2021,5.0a-5,5.0a-5,1531
Cities 2021,2.1-3,2.1-3,4163
Cities 2021,5.0d-9,5.0d-9,1345
Cities 2021,4.6a-6-7,4.6a-6-7,1070
Cities 2021,3.0-4,3.0-4,4858
Cities 2021,4.6a-4-1,4.6a-4-1,1070
Cities 2021,4.6d-4,4.6e-4,1176
Cities 2021,4.6a-4-28,4.6a-4-28,1070
Cities 2021,4.6a-4-20,4.6a-4-20,1070
Cities 2021,4.6a-2-17,4.6a-2-17,1070
Cities 2021,5.0a-6,5.0a-6,1531
Cities 2021,4.6a-7-7,4.6a-7-7,1070
Cities 2021,10.1-5-1,10.1-5-1,1070
Cities 2021,4.6d-1,4.6d-1,1318
Cities 2021,4.6a-2-20,4.6a-2-20,1070
Cities 2021,4.6a-7-12,4.6a-7-12,1070
Cities 2021,4.6a-2-23,4.6a-2-23,1070
Cities 2021,4.6a-4-8,4.6a-4-8,1070
Cities 2021,6.5-4,6.5-4,2156
Cities 2021,4.6a-2-5,4.6a-2-5,1070
Cities 2021,4.6a-1-14,4.6a-1-14,1070
Cities 2021,4.6a-3-25,4.6a-3-25,1070
Cities 2021,4.6a-2-8,4.6a-2-8,1070
Cities 2021,3.2a-5,3.2a-5,1381
Cities 2021,4.6a-2-3,4.6a-2-3,1070
Cities 2021,4.6a-5-13,4.6a-5-13,1070
Cities 2021,8.1-4-1,8.1-4-1,1070
Cities 2021,4.6a-5-28,4.6a-5-28,1070
Cities 2021,4.6a-4-6,4.6a-4-6,1070
Cities 2021,5.0a-8,5.0a-8,1531
Cities 2021,5.0b-1,5.0b-1,1306
Cities 2021,4.6a-7-14,4.6a-7-14,1070
Cities 2021,4.6a-6-27,4.6a-6-27,1070
Cities 2022,3.2a-9,7.1a-1,1353
Cities 2022,4.6a-6-15,2.1d-6-15,986
Cities 2022,4.6a-5-11,2.1d-5-11,986
Cities 2022,6.2a-3,0.5-4,1669
Cities 2022,3.2a-6,7.1a-4,1353
Cities 2022,4.6a-4-4,2.1d-4-4,986
Cities 2022,14.1-0,3.11-2-1,986
Cities 2022,4.6a-5-8,2.1d-5-8,986
Cities 2022,4.6a-1-5,2.1d-1-5,986
Cities 2022,4.6a-1-12,2.1d-1-12,986
Cities 2022,4.6a-4-30,2.1d-4-30,986
Cities 2022,4.6a-6-27,2.1d-6-27,986
Cities 2022,2.0b-7,1.1a-5,4427
Cities 2022,4.6a-5-1,2.1d-5-1,986
Cities 2022,10.3-4-1,3.6-4-2,986
Cities 2022,10.3-2-3,3.6-2-4,986
Cities 2022,4.6a-7-26,2.1d-7-26,986
Cities 2022,4.6a-1-28,2.1d-1-28,986
Cities 2022,4.6a-7-10,2.1d-7-10,986
Cities 2022,4.6a-2-20,2.1d-2-20,986
Cities 2022,4.6a-2-14,2.1d-2-14,986
Cities 2022,4.6a-2-25,2.1d-2-25,986
Cities 2022,3.3-4,4.1a-6,3425
Cities 2022,4.6a-5-15,2.1d-5-15,986
Cities 2022,4.6a-4-1,2.1d-4-1,986
Cities 2022,4.6a-5-9,2.1d-5-9,986
Cities 2022,4.6a-1-20,2.1d-1-20,986
Cities 2022,4.6a-3-14,2.1d-3-14,986
Cities 2022,4.6a-4-13,2.1d-4-13,986
Cities 2022,4.6b-1-4,2.1c-1-2,986
Cities 2022,4.6a-5-6,2.1d-5-6,986
Cities 2022,4.6a-3-10,2.1d-3-10,986
Cities 2022,10.1-6-1,3.5-3-1,986
Cities 2022,4.6a-6-5,2.1d-6-5,986
Cities 2022,4.6a-5-17,2.1d-5-17,986
Cities 2022,7.3-1-1,2.3a-5-1,986
Cities 2022,10.1-9-1,3.5-10-1,986
Cities 2022,6.5-9,7.4-8,2373
Cities 2022,4.6a-7-25,2.1d-7-25,986
Cities 2022,4.6a-4-12,2.1d-4-12,986
Cities 2022,4.6a-4-16,2.1d-4-16,986
Cities 2022,4.6a-1-31,2.1d-1-31,986
Cities 2022,4.6a-4-7,2.1d-4-7,986
Cities 2022,4.6a-6-26,2.1d-6-26,986
Cities 2022,4.6a-3-17,2.1d-3-17,986
Cities 2022,11.0-0,0.1-5-1,986
Cities 2022,4.6a-7-14,2.1d-7-14,986
Cities 2022,4.6a-2-17,2.1d-2-17,986
Cities 2022,0.6-1-1,0.1-4-1,986
Cities 2022,4.6a-4-10,2.1d-4-10,986
Cities 2022,4.6a-3-13,2.1d-3-13,986
Cities 2022,2.0b-4,1.1a-3,1545
Cities 2022,10.3-3-5,3.6-3-6,986
Cities 2022,4.6a-1-8,2.1d-1-8,986
Cities 2022,7.6-2-1,2.3b-1-1,986
Cities 2022,4.6a-1-27,2.1d-1-27,986
Cities 2022,4.6a-3-18,2.1d-3-18,986
Cities 2022,4.6a-1-26,2.1d-1-26,986
Cities 2022,8.1-9-1,3.1-11-1,986
Cities 2022,4.6a-5-25,2.1d-5-25,986
Cities 2022,4.6a-2-27,2.1d-2-27,986
Cities 2022,4.6a-5-23,2.1d-5-23,986
Cities 2022,4.6a-2-6,2.1d-2-6,986
Cities 2022,4.6b-1-5,2.1c-1-8,986
Cities 2022,4.6a-7-18,2.1d-7-18,986
Cities 2022,4.6a-6-25,2.1d-6-25,986
Cities 2022,4.6a-3-3,2.1d-3-3,986
Cities 2022,10.1-2-1,3.5-6-1,986
Cities 2022,4.6a-4-3,2.1d-4-3,986
Cities 2022,10.3-2-4,3.6-2-5,986
Cities 2022,4.6a-7-9,2.1d-7-9,986
Cities 2022,2.2-2,1.3-2,9090
Cities 2022,4.6a-1-7,2.1d-1-7,986
Cities 2022,4.6a-3-20,2.1d-3-20,986
Cities 2022,10.3-5-5,3.6-5-6,986
Cities 2022,4.6a-7-16,2.1d-7-16,986
Cities 2022,4.6a-7-29,2.1d-7-29,986
Cities 2022,13.2-0,3.7-3-2,986
Cities 2022,4.6a-2-3,2.1d-2-3,986
Cities 2022,8.1-7-1,3.1-9-1,986
Cities 2022,10.3-3-2,3.6-3-3,986
Cities 2022,4.6a-5-27,2.1d-5-27,986
Cities 2022,4.6a-6-7,2.1d-6-7,986
Cities 2022,4.6a-4-28,2.1d-4-28,986
Cities 2022,4.6a-1-10,2.1d-1-10,986
Cities 2022,4.6a-3-22,2.1d-3-22,986
Cities 2022,4.6a-2-2,2.1d-2-2,986
Cities 2022,4.6a-4-2,2.1d-4-2,986
Cities 2022,4.6a-7-20,2.1d-7-20,986
Cities 2022,4.6a-2-10,2.1d-2-10,986
Cities 2022,4.6a-7-2,2.1d-7-2,986
Cities 2022,6.0-1,0.3-3-1,986
Cities 2022,4.6a-5-26,2.1d-5-26,986
Cities 2022,6.2a-1,0.5-3,4948
Cities 2022,3.2a-5,7.1a-11,1353
Cities 2022,4.6a-3-23,2.1d-3-23,986
Cities 2022,4.6a-4-26,2.1d-4-26,986
Cities 2022,8.2-1-3,3.2-1-3,986
Cities 2022,8.1-4-1,3.1-6-1,986
Cities 2022,4.6a-5-18,2.1d-5-18,986
Cities 2022,4.6a-6-31,2.1d-6-31,986
Cities 2022,2.1-7,1.2-2,12556
Cities 2022,2.1-8,1.2-10,4195
Cities 2022,4.6a-3-15,2.1d-3-15,986
Cities 2022,4.6a-3-25,2.1d-3-25,986
Cities 2022,4.6a-5-14,2.1d-5-14,986
Cities 2022,4.6a-1-9,2.1d-1-9,986
Cities 2022,4.6b-1-7,2.1c-1-10,986
Cities 2022,4.6a-5-3,2.1d-5-3,986
Cities 2022,5.4-7,9.1-6,5967
Cities 2022,4.6a-4-18,2.1d-4-18,986
Cities 2022,4.6a-3-19,2.1d-3-19,986
Cities 2022,4.6a-2-7,2.1d-2-7,986
Cities 2022,4.6a-4-17,2.1d-4-17,986
Cities 2022,4.6a-6-28,2.1d-6-28,986
Cities 2022,2.2-4,1.3-3,4545
Cities 2022,4.6b-1-17,2.1c-1-17,986
Cities 2022,4.6a-7-1,2.1d-7-1,986
Cities 2022,4.6c-1-1,2.1c-1-1,986
Cities 2022,6.0-2,0.3-4-1,1243
Cities 2022,2.1-3,1.2-7,4195
Cities 2022,4.6a-5-4,2.1d-5-4,986
Cities 2022,4.6a-2-28,2.1d-2-28,986
Cities 2022,10.3-3-1,3.6-3-2,986
Cities 2022,4.6a-7-28,2.1d-7-28,986
Cities 2022,4.6b-1-9,2.1c-1-12,986
Cities 2022,10.3-3-4,3.6-3-5,986
Cities 2022,4.6b-1-16,2.1c-1-16,986
Cities 2022,4.6a-6-8,2.1d-6-8,986
Cities 2022,4.6a-1-3,2.1d-1-3,986
Cities 2022,8.1-1-1,3.1-3-1,986
Cities 2022,4.6a-6-1,2.1d-6-1,986
Cities 2022,4.6b-1-8,2.1c-1-11,986
Cities 2022,4.6b-1-6,2.1c-1-9,986
Cities 2022,4.6b-1-11,2.1c-1-14,986
Cities 2022,4.6a-6-2,2.1d-6-2,986
Cities 2022,0.5-2-1,0.1-6-1,986
Cities 2022,4.6a-3-29,2.1d-3-29,986
Cities 2022,6.5-4,7.4-4,2373
Cities 2022,3.3-1,4.1a-2,3425
Cities 2022,4.6a-4-22,2.1d-4-22,986
Cities 2022,4.6a-3-7,2.1d-3-7,986
Cities 2022,10.1-5-1,3.5-2-1,986
Cities 2022,4.6b-1-3,2.1c-1-7,986
Cities 2022,10.3-1-4,3.6-1-5,986
Cities 2022,10.3-1-1,3.6-1-2,986
Cities 2022,4.6a-7-6,2.1d-7-6,986
Cities 2022,4.6a-4-5,2.1d-4-5,986
Cities 2022,4.6a-2-4,2.1d-2-4,986
Cities 2022,2.1-6,1.2-3,13228
Cities 2022,4.6a-6-16,2.1d-6-16,986
Cities 2022,4.6a-2-16,2.1d-2-16,986
Cities 2022,4.6a-2-31,2.1d-2-31,986
Cities 2022,4.6a-1-1,2.1d-1-1,986
Cities 2022,4.6a-1-16,2.1d-1-16,986
Cities 2022,4.6a-1-11,2.1d-1-11,986
Cities 2022,4.6a-4-23,2.1d-4-23,986
Cities 2022,10.3-5-2,3.6-5-3,986
Cities 2022,4.6a-6-4,2.1d-6-4,986
Cities 2022,7.7a-2,2.3b-3-1,986
Cities 2022,4.6a-7-11,2.1d-7-11,986
Cities 2022,4.6a-4-31,2.1d-4-31,986
Cities 2022,4.6a-4-27,2.1d-4-27,986
Cities 2022,4.6a-2-9,2.1d-2-9,986
Cities 2022,4.6a-5-5,2.1d-5-5,986
Cities 2022,4.6a-3-6,2.1d-3-6,986
Cities 2022,6.5-7,7.4-6,2373
Cities 2022,10.3-4-4,3.6-4-5,986
Cities 2022,4.6a-5-13,2.1d-5-13,986
Cities 2022,4.6a-4-9,2.1d-4-9,986
Cities 2022,2.1-5,1.2-4,4195
Cities 2022,4.6a-1-6,2.1d-1-6,986
Cities 2022,4.6a-3-5,2.1d-3-5,986
Cities 2022,4.6a-7-23,2.1d-7-23,986
Cities 2022,2.0b-2,1.1a-1,1545
Cities 2022,3.2a-1,7.1a-2,1353
Cities 2022,10.3-5-4,3.6-5-5,986
Cities 2022,4.6a-1-30,2.1d-1-30,986
Cities 2022,4.6a-6-9,2.1d-6-9,986
Cities 2022,4.6d-1,2.1e-1,1572
Cities 2022,10.1-7-1,3.5-8-1,986
Cities 2022,4.6a-7-3,2.1d-7-3,986
Cities 2022,4.6d-3,2.1e-3,1572
Cities 2022,3.2a-3,7.1a-14,6474
Cities 2022,8.1-6-1,3.1-8-1,986
Cities 2022,4.6a-2-11,2.1d-2-11,986
Cities 2022,4.6a-1-18,2.1d-1-18,986
Cities 2022,4.6a-4-11,2.1d-4-11,986
Cities 2022,4.6a-3-28,2.1d-3-28,986
Cities 2022,4.6a-4-8,2.1d-4-8,986
Cities 2022,4.6a-1-13,2.1d-1-13,986
Cities 2022,4.6a-5-31,2.1d-5-31,986
Cities 2022,4.6a-7-15,2.1d-7-15,986
Cities 2022,7.0-0,2.3-0,986
Cities 2022,4.6a-6-20,2.1d-6-20,986
Cities 2022,4.6b-1-2,2.1c-1-6,986
Cities 2022,4.6a-3-8,2.1d-3-8,986
Cities 2022,4.6a-6-11,2.1d-6-11,986
Cities 2022,8.1-5-1,3.1-7-1,986
Cities 2022,4.6a-2-12,2.1d-2-12,986
Cities 2022,4.6a-4-19,2.1d-4-19,986
Cities 2022,10.1-1-1,3.5-9-1,986
Cities 2022,0.4-0,0.1-10-1,986
Cities 2022,4.6a-1-22,2.1d-1-22,986
Cities 2022,4.6a-3-4,2.1d-3-4,986
Cities 2022,10.3-4-3,3.6-4-4,986
Cities 2022,4.0-0,2.1-0,986
Cities 2022,4.6a-7-12,2.1d-7-12,986
Cities 2022,10.3-2-5,3.6-2-6,986
Cities 2022,4.6a-4-14,2.1d-4-14,986
Cities 2022,4.6a-3-26,2.1d-3-26,986
Cities 2022,4.6b-1-14,2.1c-1-3,986
Cities 2022,4.6a-6-22,2.1d-6-22,986
Cities 2022,4.6a-1-2,2.1d-1-2,986
Cities 2022,4.6a-5-28,2.1d-5-28,986
Cities 2022,2.2-1,1.3-1,4545
Cities 2022,4.6a-7-13,2.1d-7-13,986
Cities 2022,4.6a-6-18,2.1d-6-18,986
Cities 2022,4.6a-2-22,2.1d-2-22,986
Cities 2022,4.6a-5-20,2.1d-5-20,986
Cities 2022,4.6a-1-17,2.1d-1-17,986
Cities 2022,4.6b-1-10,2.1c-1-13,986
Cities 2022,2.1-11,1.2-11,4195
Cities 2022,2.1-1,1.2-1,4195
Cities 2022,4.6a-2-30,2.1d-2-30,986
Cities 2022,2.1-9,1.2-9,4195
Cities 2022,4.6a-5-29,2.1d-5-29,986
Cities 2022,10.3-2-1,3.6-2-2,986
Cities 2022,4.6a-7-4,2.1d-7-4,986
Cities 2022,7.2-0,2.3a-3-1,986
Cities 2022,4.6a-4-29,2.1d-4-29,986
Cities 2022,4.6a-6-23,2.1d-6-23,986
Cities 2022,4.6a-4-6,2.1d-4-6,986
Cities 2022,4.6a-3-2,2.1d-3-2,986
Cities 2022,5.4-8,9.1-7,5967
Cities 2022,10.3-4-5,3.6-4-6,986
Cities 2022,4.6a-2-29,2.1d-2-29,986
Cities 2022,4.6a-7-27,2.1d-7-27,986
Cities 2022,4.6a-2-13,2.1d-2-13,986
Cities 2022,4.6a-7-17,2.1d-7-17,986
Cities 2022,4.9-1-1,2.2-1-1,986
Cities 2022,2.0-0,1.1-0,986
Cities 2022,4.6a-6-6,2.1d-6-6,986
Cities 2022,4.6a-6-13,2.1d-6-13,986
Cities 2022,4.6a-2-1,2.1d-2-1,986
Cities 2022,8.1-11-1,3.1-14-1,986
Cities 2022,4.6a-3-1,2.1d-3-1,986
Cities 2022,4.6a-6-12,2.1d-6-12,986
Cities 2022,4.4-0,2.1b-4,2677
Cities 2022,7.6-3-1,2.3b-2-1,986
Cities 2022,4.6a-5-2,2.1d-5-2,986
Cities 2022,4.6a-5-19,2.1d-5-19,986
Cities 2022,4.6a-4-15,2.1d-4-15,986
Cities 2022,4.6a-4-25,2.1d-4-25,986
Cities 2022,13.3-1-1,3.7-2-1,986
Cities 2022,4.6a-2-18,2.1d-2-18,986
Cities 2022,4.6a-3-11,2.1d-3-11,986
Cities 2022,4.6a-7-5,2.1d-7-5,986
Cities 2022,4.6b-1-15,2.1c-1-4,986
Cities 2022,4.6a-1-29,2.1d-1-29,986
Cities 2022,4.6a-3-9,2.1d-3-9,986
Cities 2022,4.6a-7-19,2.1d-7-19,986
Cities 2022,4.6a-5-10,2.1d-5-10,986
Cities 2022,10.3-1-3,3.6-1-4,986
Cities 2022,0.1-1-1,0.1-1-1,986
Cities 2022,10.3-1-2,3.6-1-3,986
Cities 2022,10.3-4-2,3.6-4-3,986
Cities 2022,6.2-0,0.5-1,3338
Cities 2022,10.1-4-1,3.5-7-1,986
Cities 2022,4.6a-1-19,2.1d-1-19,986
Cities 2022,4.6a-4-20,2.1d-4-20,986
Cities 2022,4.6a-1-4,2.1d-1-4,986
Cities 2022,4.6a-2-26,2.1d-2-26,986
Cities 2022,4.6a-6-3,2.1d-6-3,986
Cities 2022,8.1-3-1,3.1-5-1,986
Cities 2022,4.6a-7-22,2.1d-7-22,986
Cities 2022,8.1-2-1,3.1-4-1,986
Cities 2022,4.6a-6-14,2.1d-6-14,986
Cities 2022,4.6a-6-10,2.1d-6-10,986
Cities 2022,10.3-1-5,3.6-1-6,986
Cities 2022,4.6a-1-23,2.1d-1-23,986
Cities 2022,4.6a-7-31,2.1d-7-31,986
Cities 2022,10.3-5-1,3.6-5-2,986
Cities 2022,2.0b-6,1.1a-6,2138
Cities 2022,4.6a-3-16,2.1d-3-16,986
Cities 2022,4.6b-1-1,2.1c-1-5,986
Cities 2022,4.6a-3-12,2.1d-3-12,986
Cities 2022,14.0-0,3.14-1,1094
Cities 2022,3.3-3,4.1a-5,3425
Cities 2022,4.6a-6-19,2.1d-6-19,986
Cities 2022,2.1-4,1.2-8,4195
Cities 2022,4.6a-2-19,2.1d-2-19,986
Cities 2022,4.6a-5-22,2.1d-5-22,986
Cities 2022,10.3-3-3,3.6-3-4,986
Cities 2022,0.5-3-1,0.1-8-1,986
Cities 2022,6.5-3,7.4-3,2373
Cities 2022,4.6a-6-29,2.1d-6-29,986
Cities 2022,4.6a-5-16,2.1d-5-16,986
Cities 2022,7.6-4-1,2.3b-4-1,986
Cities 2022,4.6a-6-17,2.1d-6-17,986
Cities 2022,4.6a-5-12,2.1d-5-12,986
Cities 2022,4.6a-6-30,2.1d-6-30,986
Cities 2022,4.6a-3-31,2.1d-3-31,986
Cities 2022,4.6a-5-30,2.1d-5-30,986
Cities 2022,8.1-8-1,3.1-10-1,986
Cities 2022,4.6a-3-27,2.1d-3-27,986
Cities 2022,4.6b-1-12,2.1c-1-15,986
Cities 2022,4.6a-1-25,2.1d-1-25,986
Cities 2022,4.6a-7-30,2.1d-7-30,986
Cities 2022,10.3-2-2,3.6-2-3,986
Cities 2022,4.6a-1-15,2.1d-1-15,986
Cities 2022,10.3-5-3,3.6-5-4,986
Cities 2022,4.6a-7-8,2.1d-7-8,986
Cities 2022,4.6a-3-30,2.1d-3-30,986
Cities 2022,4.6d-2,2.1e-2,1572
Cities 2022,4.6a-2-8,2.1d-2-8,986
Cities 2022,4.6a-1-14,2.1d-1-14,986
Cities 2022,4.6d-4,2.1e-4,1572
Cities 2022,4.6a-2-15,2.1d-2-15,986
Cities 2022,4.6a-7-7,2.1d-7-7,986
Cities 2022,10.1-3-1,3.5-5-1,986
Cities 2022,4.6a-5-7,2.1d-5-7,986
Cities 2022,4.6a-2-23,2.1d-2-23,986
Cities 2022,4.6a-2-5,2.1d-2-5,986
Cities 2022,5.0d-3,5.1a-3-4,114
Cities 2022,9.1-3-2,6.1-1-6,21
Cities 2022,5.5-0,7.1-1,927
Cities 2022,5.0a-5,5.1a-9-1,660
Cities 2022,8.0a-3,6.1-1-10,284
Cities 2022,9.1-3-3,6.1-1-7,10
Cities 2022,5.0a-3,5.1a-3-1,666
Cities 2022,5.0c-12,5.1a-13-3,39
Cities 2022,5.0c-8,5.1a-11-3,31
Cities 2022,9.1-1-4,6.1-1-4,7
Cities 2022,5.0d-9,5.1a-13-4,90
Cities 2022,5.0c-7,5.1a-30-3,39
Cities 2022,5.0d-5,5.1a-9-4,108
Cities 2022,9.1-3-1,6.1-1-5,2
Cities 2022,8.0a-9,6.1-1-14,204
Cities 2022,8.0-0,6.1-1-9,284
Cities 2022,5.0a-1,5.1a-1-1,649
Cities 2022,8.0a-7,6.1-1-13,257
Cities 2022,8.0a-6,6.1-1-12,311
Cities 2022,9.1-1-3,6.1-1-3,11
Cities 2022,5.0a-6,5.1a-7-1,657
Cities 2022,5.0d-8,5.1a-12-4,111
Cities 2022,3.2-0,7.1-0,927
Cities 2022,9.1-1-1,6.1-1-1,8
Cities 2022,5.0c-11,5.1a-12-3,34
Cities 2022,9.1-1-2,6.1-1-2,16
Cities 2022,5.0a-9,5.1a-12-1,662
Cities 2022,5.0d-7,5.1a-10-4,100
Cities 2022,5.0c-9,5.1a-10-3,34
Cities 2022,5.0c-13,5.1a-14-3,32
Cities 2022,5.0d-11,5.1a-14-4,105
Cities 2022,5.0d-1,5.1a-1-4,112
Cities 2022,5.0c-5,5.1a-9-3,36
Cities 2022,5.0c-3,5.1a-3-3,39
Cities 2022,8.0a-4,6.1-1-11,246
Cities 2022,9.1-3-4,6.1-1-8,14
Cities 2022,5.0a-7,5.1a-10-1,653
Cities 2022,5.0c-1,5.1a-1-3,38
Cities 2022,5.0d-6,5.1a-7-4,112
Cities 2022,5.0a-11,5.1a-14-1,660
Cities 2022,5.0c-6,5.1a-7-3,36
